550	aatf	56321
551	aatk	11302
552	ab112350	242864
553	b4galnt3	330406
554	abat	268860
555	abca1	11303
556	abca12	227256
557	abca13	268379
558	abca14	67928
559	abca15	320631
560	abca16	233810
561	abca2	11305
562	abca3	27410
563	abca4	11304
564	abca5	217265
565	abca6	76184
566	abca7	27403
567	abca8a	217258
568	abca8b	27404
569	abca9	217262
570	abcb10	56199
571	abcb11	27413
572	abcb1a	18671
573	abcb1b	18669
574	abcb4	18670
575	abcb6	74104
576	abcb7	11306
577	abcb8	74610
578	abcb9	56325
579	abcc1	17250
580	abcc10	224814
581	abcc12	244562
582	abcc2	12780
583	abcc3	76408
584	abcc4	239273
585	abcc5	27416
586	abcc6	27421
587	abcc8	20927
588	abcc9	20928
589	abcd1	11666
590	abcd2	26874
591	abcd3	19299
592	abcd4	19300
593	abce1	24015
594	abcf1	224742
595	abcf2	27407
596	abcg1	11307
597	abcg2	26357
598	abcg3	27405
599	abcg4	192663
600	abcg5	27409
601	abcg8	67470
602	abhd1	57742
603	abhd2	54608
604	abhd3	106861
605	abhd5	67469
606	abi1	11308
607	abi2	329165
608	abi3	66610
609	abl1	11350
610	abl2	11352
611	ablim1	226251
612	abo	80908
613	abp1	76507
614	abpa	11354
615	abpb	233099
616	abpd	494519
617	abpe	381970
618	abpg	110187
619	abpz	233090
620	abr	109934
621	abt1	30946
622	abtb1	80283
623	acaa1a	113868
624	acaa2	52538
625	acaca	107476
626	acacb	100705
627	acad8	66948
628	acad9	229211
629	acadl	11363
630	acadm	11364
631	acads	11409
632	acadsb	66885
633	acadvl	11370
634	acss2	60525
635	acss1	68738
636	acat1	110446
637	acat2	110460
638	acot9	56360
639	acot10	64833
640	acbd3	170760
641	acc	104371
642	accn1	11418
643	accn2	11419
644	accn3	171209
645	accn4	241118
646	accn5	58170
647	adipoq	11450
648	ace	11421
649	ace2	70008
650	ache	11423
651	acin1	56215
652	acly	104112
653	acmsd	266645
654	aco1	11428
655	aco2	11429
656	acox1	11430
657	acox2	93732
658	acox3	80911
659	acp1	11431
660	acp2	11432
661	acp5	11433
662	acp6	66659
663	acpp	56318
664	acr	11434
665	acrbp	54137
666	acrv1	11451
667	acsl1	14081
668	acsl3	74205
669	acsl4	50790
670	acsl5	433256
671	acsl6	216739
672	acta1	11459
673	acta2	11475
674	actb	11461
675	actc1	11464
676	actg-ps1	11369
677	actg1	11465
678	actg2	11468
679	actl6a	56456
680	actl6b	83766
681	actl7a	11470
682	actl7b	11471
683	actn1	109711
684	actn2	11472
685	actn3	11474
686	actn4	60595
687	actr10	56444
688	actr1a	54130
689	actr1b	226977
690	actr2	66713
691	actr3	74117
692	actr6	67019
693	actrt1	73360
694	acvr1	11477
695	acvr1b	11479
696	acvr1c	269275
697	acvr2a	11480
698	acvr2b	11481
699	magi2	50791
700	acvrl1	11482
701	acy1	109652
702	acy3	71670
703	acyp1	66204
704	acyp2	75572
705	ada	11486
706	adam10	11487
707	adam11	11488
708	adam12	11489
709	adam15	11490
710	adam17	11491
711	adam18	13524
712	adam19	11492
713	adam1a	280668
714	adam1b	280667
715	adam2	11495
716	adam21	56622
717	adam22	11496
718	adam23	23792
719	adam24	13526
720	adam25	23793
721	adam26a	13525
722	adam26b	382007
723	adam28	13522
724	adam29	244486
725	adam3	11497
726	adam30	71078
727	adam32	353188
728	adam33	110751
729	adam34	252866
730	adam4	11498
731	adam5	11499
732	adam6	238406
733	adam7	11500
734	adam8	11501
735	adam9	11502
736	adamdec1	58860
737	adamts1	11504
738	adamts10	224697
739	adamts12	239337
740	adamts13	279028
741	adamts14	246242
742	adamts2	216725
743	adamts20	223838
744	adamts4	240913
745	adamts5	23794
746	adamts6	108154
747	adamts7	108153
748	adamts8	30806
749	adamts9	101401
750	adamtsl1	77739
751	adamtsl3	269959
752	adar	56417
753	adarb1	110532
754	adarb2	94191
755	adat1	30947
756	adck1	72113
757	adcy1	216530
758	adcy2	210044
759	adcy3	104111
760	adcy4	104110
761	adcy5	224129
762	adcy6	11512
763	adcy7	11513
764	adcy8	11514
765	adcy9	11515
766	adcyap1	11516
767	adcyap1r1	11517
768	add1	11518
769	add2	11519
770	add3	27360
771	adfp	11520
772	adh1	11522
773	adh4	26876
774	adh5	11532
775	adh5-ps1	11533
776	adh7	11529
777	adhfe1	76187
778	adipor1	72674
779	adipor2	68465
780	adk	11534
781	adm	11535
782	adm2	223780
783	admr	11536
784	cfd	11537
785	adnp	11538
786	adora1	11539
787	adora2a	11540
788	adora2b	11541
789	adora3	11542
790	adp	109638
791	adpgk	72141
792	pnpla3	116939
793	adprh	11544
794	adprhl1	234072
795	adprhl2	100206
796	adra1a	11549
797	adra1b	11548
798	adra1d	11550
799	adra2a	11551
800	adra2b	11552
801	adra2c	11553
802	adrb1	11554
803	adrb2	11555
804	adrb3	11556
805	adrbk1	110355
806	adrbk2	320129
807	adrm1	56436
808	adsl	11564
809	adss	11566
810	adssl1	11565
811	aebp1	11568
812	aebp2	11569
813	aem1	107710
814	aes	14797
815	af013969	100563
816	af180009	171534
817	noc3l	57753
818	af263286	54154
819	af313042	79195
820	af357427	493919
821	af366264	231201
822	af397014	192136
823	afg3l1	114896
824	afg3l2	69597
825	afm	280662
826	afmid	71562
827	afp	11576
828	afr1	110447
829	aga	11593
830	acan	11595
831	ager	11596
832	aggf1	66549
833	agl	77559
834	agmat	75986
835	agpat1	55979
836	agpat2	67512
837	agpat4	68262
838	agps	228061
839	agr2	23795
840	agrn	11603
841	agrp	11604
842	agt	11606
843	agtpbp1	67269
844	agtr1a	11607
845	agtr1b	11608
846	agtr2	11609
847	agtrap	11610
848	agtrl1	23796
849	agxt	11611
850	agxt2l1	71760
851	ahcy	269378
852	ahcyl1	229709
853	ahi1	52906
854	ahnak	11621
855	ahr	11622
856	ahrr	11624
857	ahsa1	217737
858	ahsg	11625
859	ric8	101489
860	ai132487	104910
861	sigirr	24058
862	ai314180	230249
863	ai316828	103674
864	smg6	103677
865	ai324046	380795
866	ai414108	102496
867	amigo2	105827
868	nat10	98956
869	itfg3	106581
870	traf3ip2	103213
871	ai449175	234362
872	clp1	98985
873	ai464131	329828
874	scyl1bp1	98376
875	ai480556	233208
876	csdc2	105859
877	krt72	105866
878	ai586015	56792
879	jazf1	231986
880	ai607873	226691
881	clint1	216705
882	ai662250	106639
883	mllt11	56772
884	ai840826	407243
885	ai842396	103844
886	ccdc85b	240514
887	ai848100	226551
888	vezt	215008
889	aicda	11628
890	aif1	11629
891	aig1	66253
892	aim1	11630
893	aim1l	230806
894	aip	11632
895	aipl1	114230
896	air	104103
897	air1	107676
898	aire	11634
899	ak1	11636
900	nploc4	217365
901	ak2	11637
902	ak3	56248
903	ak3l1	11639
904	ak5	229949
905	akap1	11640
906	akap10	56697
907	akap11	219181
908	akap12	83397
909	akap13	233400
910	akap2	11641
911	akap3	11642
912	akap4	11643
913	akap6	238161
914	akap7	268287
915	akap8	56399
916	akap8l	54194
917	akap9	100986
918	akp-ps1	11645
919	akp1	109899
920	akp2	11647
921	akp3	11648
922	akp4	109879
923	akp5	11650
924	akr1a4	58810
925	akr1b3	11677
926	akr1b7	11997
927	akr1b8	14187
928	akr1c12	27383
929	akr1c13	27384
930	akr1c18	105349
931	akr1c20	116852
932	akr1c21	77337
933	akr1c6	83702
934	akr1d1	208665
935	akr1e1	56043
936	akr7a5	110198
937	akt1	11651
938	akt1s1	67605
939	akt2	11652
940	akt3	23797
941	adi1	104923
942	snd1	56463
943	rbck1	24105
944	alad	17025
945	alas1	11655
946	alas2	11656
947	alb1	11657
948	alcam	11658
949	aldh1a1	11668
950	aldh1a2	19378
951	aldh1a3	56847
952	aldh1a7	26358
953	aldh1b1	72535
954	aldh2	11669
955	aldh3a1	11670
956	aldh3a2	11671
957	aldh3b1	67689
958	aldh4a1	212647
959	aldh5	110293
960	aldh5a1	214579
961	aldh6a1	104776
962	aldh7a1	110695
963	aldh8a1	237320
964	aldh9a1	56752
965	aldoa	11674
966	aldob	230163
967	aldoc	11676
968	aldr2	104211
969	aldr3	109823
970	aldr4	104210
971	aldr5	109855
972	miox	56727
973	alg1	208211
974	alg12	223774
975	alg2	56737
976	alg3	208624
977	alg5	66248
978	alg6	320438
979	alg8	381903
980	alk	11682
981	alkbh1	211064
982	allc	94041
983	alms1	236266
984	alox12	11684
985	alox12b	11686
986	alox12e	11685
987	alox15	11687
988	alox8	11688
989	alox5	11689
990	alox5ap	11690
991	aloxe3	23801
992	alph1	103979
993	alpk1	71481
994	alpk2	225638
995	alpk3	116904
996	als2	74018
997	als2cl	235633
998	pard3b	72823
999	als2cr2	227154
1000	trak2	70827
1001	setx	269254
1002	alx3	11694
1003	alx4	11695
1004	am	11697
1005	vwa2	240675
1006	amacr	17117
1007	ambn	11698
1008	ambp	11699
1009	amd-ps1	11701
1010	amd1	11702
1011	amd2	11703
1012	amelx	11704
1013	amfr	23802
1014	amh	11705
1015	amhr2	110542
1016	aifm2	71361
1017	amigo1	229715
1018	amigo3	320844
1019	ammecr1	56068
1020	amn	93835
1021	amot	27494
1022	amotl1	75723
1023	amotl2	56332
1024	ampd1	229665
1025	ampd2	109674
1026	ampd3	11717
1027	amph	218038
1028	amy1	11722
1029	amy2	11723
1030	anapc1	17222
1031	anapc10	68999
1032	anapc11	66156
1033	anapc13	69010
1034	anapc2	99152
1035	anapc4	52206
1036	anapc5	59008
1037	anapc7	56317
1038	ang-ps1	11728
1039	ang-ps2	11729
1040	ang1	11727
1041	ang2	11731
1042	ang4	219033
1043	angpt1	11600
1044	angpt2	11601
1045	angpt4	11602
1046	angptl1	72713
1047	angptl2	26360
1048	angptl3	30924
1049	angptl4	57875
1050	angptl6	70726
1051	ank	11732
1052	ank1	11733
1053	ank2	109676
1054	ank3	11735
1055	ankfy1	11736
1056	ankhd1	108857
1057	ankk1	244859
1058	ankra2	68558
1059	ankrd1	107765
1060	ankrd12	67107
1061	ankrd17	81702
1062	ankrd2	56642
1063	ankrd23	78321
1064	ankrd6	140577
1065	anks1	224650
1066	anln	68743
1067	anp32a	11737
1068	anp32b	67628
1069	anp32e	66471
1070	anpep	16790
1071	anth	107570
1072	anth2	110338
1073	antxr1	69538
1074	anx	11743
1075	anxa1	16952
1076	anxa10	26359
1077	anxa11	11744
1078	anxa13	69787
1079	anxa2	12306
1080	anxa3	11745
1081	anxa4	11746
1082	anxa5	11747
1083	anxa6	11749
1084	anxa7	11750
1085	anxa8	11752
1086	anxa9	71790
1087	aoah	27052
1088	aoc2	237940
1089	aoc3	11754
1090	aod1	110214
1091	aof2	99982
1092	aox1	11761
1093	aox3	71724
1094	aox4	71872
1095	ap1b1	11764
1096	ap1g1	11765
1097	ap1g2	11766
1098	ap1gbp1	217030
1099	ap1m1	11767
1100	ap1m2	11768
1101	ap1s1	11769
1102	ap1s2	108012
1103	ap1s3	252903
1104	ap2a1	11771
1105	ap2a2	11772
1106	ap2b1	71770
1107	ap2m1	11773
1108	ap2s1	232910
1109	ap3b1	11774
1110	ap3b2	11775
1111	ap3d1	11776
1112	ap3m1	55946
1113	ap3m2	64933
1114	ap3s1	11777
1115	ap3s2	11778
1116	ap4b1	11779
1117	ap4e1	108011
1118	ap4m1	11781
1119	ap4s1	11782
1120	apaf1	11783
1121	apba1	319924
1122	apba2	11784
1123	apba2bp	56846
1124	apba3	57267
1125	apbb1	11785
1126	apbb1ip	54519
1127	apbb2	11787
1128	apbb3	225372
1129	apbh	57426
1130	apc	11789
1131	apc2	23805
1132	apcs	20219
1133	speg	11790
1134	apeh	235606
1135	apex1	11792
1136	apex2	77622
1137	atg10	66795
1138	atg12	67526
1139	atg16l1	77040
1140	atg3	67841
1141	apg4a	103003
1142	atg4a-ps	102926
1143	atg4b	66615
1144	atg4c	242557
1145	atg4d	235040
1146	atg5	11793
1147	atg7	74244
1148	aph1a	226548
1149	aph1c	68318
1150	alph2	103980
1151	api5	11800
1152	apip	56369
1153	apk	109950
1154	apln	30878
1155	aplp1	11803
1156	aplp2	11804
1157	apoa1	11806
1158	apoa1bp	246703
1159	apoa2	11807
1160	apoa4	11808
1161	apoa5	66113
1162	apob	238055
1163	apob48r	171504
1164	apobec1	11810
1165	apobec2	11811
1166	apobec3	80287
1167	apoc1	11812
1168	apoc2	11813
1169	apoc3	11814
1170	apoc4	11425
1171	apod	11815
1172	apoe	11816
1173	apof	103161
1174	apoh	11818
1175	apol2	239552
1176	apom	55938
1177	app	11820
1178	appbp1	234664
1179	appbp2	66884
1180	aprin	100710
1181	aprt	11821
1182	aprt-ps	11822
1183	sh2b2	23921
1184	aptx	66408
1185	shroom2	110380
1186	aqp1	11826
1187	aqp10	259199
1188	aqp2	11827
1189	aqp3	11828
1190	aqp4	11829
1191	aqp5	11830
1192	aqp6	11831
1193	aqp7	11832
1194	aqp8	11833
1195	aqp9	64008
1196	aqr	11834
1197	ar	11835
1198	araf	11836
1199	arbp	11837
1200	arc	11838
1201	arcn1	213827
1202	ard1	56292
1203	areg	11839
1204	arf1	11840
1205	arf2	11841
1206	arf3	11842
1207	arf4	11843
1208	arl4d	80981
1209	arf5	11844
1210	arf6	11845
1211	arfgap1	228998
1212	arfgef1	211673
1213	arfgef2	99371
1214	arfip1	99889
1215	arfip2	76932
1216	arfrp1	76688
1217	arg1	11846
1218	arg2	11847
1219	arhgap1	228359
1220	arhgap10	78514
1221	arhgap11a	228482
1222	arhgap12	75415
1223	arhgap15	76117
1224	arhgap17	70497
1225	arhgap20	244867
1226	arhgap21	71435
1227	arhgap22	239027
1228	arhgap23	58996
1229	arhgap24	231532
1230	arhgap4	171207
1231	arhgap5	11855
1232	arhgap6	11856
1233	arhgap8	109270
1234	arhgap9	216445
1235	arhgdia	192662
1236	arhgdib	11857
1237	arhgdig	14570
1238	arhgef1	16801
1239	arhgef10	234094
1240	arhgef11	213498
1241	arhgef12	69632
1242	arhgef15	442801
1243	arhgef17	207212
1244	arhgef18	102098
1245	arhgef19	213649
1246	arhgef2	16800
1247	arhgef3	71704
1248	arhgef5	54324
1249	arhgef6	73341
1250	arhgef7	54126
1251	arhgef9	236915
1252	arid1a	93760
1253	arid1b	239985
1254	arid2	77044
1255	arid3a	13496
1256	arid3b	56380
1257	arid4a	238247
1258	arid4b	94246
1259	arid5a	214855
1260	arid5b	71371
1261	arih1	23806
1262	arih2	23807
1263	arl1	104303
1264	arl8a	68724
1265	arl8b	67166
1266	arl2	56327
1267	arl2bp	107566
1268	arl3	56350
1269	arl4a	11861
1270	arl5a	75423
1271	arl6	56297
1272	arl6ip1	54208
1273	arl6ip2	56298
1274	arl6ip3	65104
1275	arl6ip4	65105
1276	arl6ip5	65106
1277	arl6ip6	65103
1278	arl4c	320982
1279	arl5b	75869
1280	arl9	384185
1281	armcx1	78248
1282	armcx2	67416
1283	armcx3	71703
1284	armet	74840
1285	arnt	11863
1286	arnt2	11864
1287	arntl	11865
1288	arntl2	272322
1289	actr3b	242894
1290	arpc1a	56443
1291	arpc1b	11867
1292	arpc2	76709
1293	arpc3	56378
1294	arpc4	68089
1295	arpc5	67771
1296	arpm1	76652
1297	actrt2	73353
1298	arpp19	59046
1299	arpp21	19050
1300	arr3	170735
1301	arrb1	109689
1302	arrb2	216869
1303	arrdc2	70807
1304	ars2	83701
1305	arsa	11883
1306	arsb	11881
1307	art1	11870
1308	art2a	11871
1309	art2b	11872
1310	art3	109979
1311	art4	109978
1312	art5	11875
1313	artn	11876
1314	arts1	80898
1315	arv1	68865
1316	arvcf	11877
1317	arx	11878
1318	as3mt	57344
1319	asah1	11886
1320	asah2	54447
1321	asah3	171168
1322	asahl	67111
1323	asb1	65247
